Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,C,23,TOR,12,0,20.4,3.0,7.7,.391,0.4,2.3,.179,2.6,5.3,.484,.418,2.3,2.8,.848,2.0,5.0,7.0,1.3,0.2,0.6,1.3,1.6,8.8,achiupr01
2,Steven Adams,C,29,MEM,20,20,26.8,3.5,5.6,.616,0.0,0.1,.000,3.5,5.6,.622,.616,0.9,3.0,.300,5.0,6.0,11.0,2.2,0.8,1.0,2.2,2.5,7.8,adamsst01
3,Bam Adebayo,C,25,MIA,20,20,34.8,8.1,15.2,.530,0.1,0.5,.111,8.0,14.8,.542,.531,4.5,5.2,.865,2.5,6.8,9.3,3.3,1.1,0.8,3.2,3.5,20.7,adebaba01
4,Ochai Agbaji,SG,22,UTA,7,0,9.7,1.1,2.7,.421,0.0,0.9,.000,1.1,1.9,.615,.421,0.6,1.0,.571,0.6,0.9,1.4,0.1,0.0,0.0,0.0,1.0,2.9,agbajoc01
5,Santi Aldama,PF,22,MEM,20,15,25.4,3.5,7.9,.446,1.2,3.7,.329,2.3,4.2,.548,.522,1.1,1.6,.688,1.7,4.0,5.7,1.1,0.9,0.9,0.6,2.7,9.3,aldamsa01
6,Nickeil Alexander-Walker,SG,24,UTA,14,0,11.1,1.6,3.9,.400,0.6,1.9,.333,0.9,2.0,.464,.482,0.6,0.6,.889,0.2,0.8,1.0,1.4,0.6,0.3,0.8,1.5,4.4,alexani01
7,Grayson Allen,SG,27,MIL,18,16,27.1,3.4,7.4,.455,2.1,4.7,.440,1.3,2.8,.480,.593,2.4,2.6,.915,0.9,2.4,3.3,2.7,0.9,0.3,1.3,1.6,11.2,allengr01
8,Jarrett Allen,C,24,CLE,17,17,32.0,5.5,9.4,.588,0.0,0.1,.000,5.5,9.3,.595,.588,2.4,3.1,.788,2.9,7.8,10.8,1.3,0.5,1.2,1.7,2.2,13.5,allenja01
9,Jose Alvarado,PG,24,NOP,21,6,20.8,3.2,7.1,.456,1.3,3.6,.355,2.0,3.5,.562,.547,0.6,0.8,.813,0.4,2.0,2.4,3.3,1.1,0.2,1.5,2.1,8.4,alvarjo01
10,Kyle Anderson,PF,29,MIN,17,3,21.6,2.4,4.8,.488,0.5,1.2,.429,1.8,3.6,.508,.543,1.2,1.5,.808,0.7,3.2,3.9,2.8,0.9,0.8,1.2,1.4,6.5,anderky01
11,Giannis Antetokounmpo,PF,28,MIL,17,17,32.8,11.5,21.5,.533,0.8,3.3,.232,10.7,18.2,.587,.551,7.6,12.5,.608,2.1,9.4,11.5,5.5,0.9,1.0,3.7,3.5,31.3,antetgi01
12,Thanasis Antetokounmpo,SF,30,MIL,10,0,2.5,0.0,0.1,.000,0.0,0.0,,0.0,0.1,.000,.000,0.0,0.0,,0.2,0.6,0.8,0.2,0.0,0.1,0.2,0.2,0.0,antetth01
13,Cole Anthony,PG,22,ORL,5,3,29.2,5.0,12.0,.417,1.4,4.2,.333,3.6,7.8,.462,.475,3.2,4.0,.800,0.6,4.0,4.6,3.8,0.8,0.6,2.0,4.0,14.6,anthoco01
14,OG Anunoby,SF,25,TOR,21,21,36.3,7.0,15.0,.471,1.7,4.8,.350,5.4,10.2,.528,.527,2.9,3.4,.847,1.4,4.6,6.0,2.2,2.3,1.0,2.7,3.1,18.7,anunoog01
15,Ryan Arcidiacono,PG,28,NYK,6,0,2.7,0.0,0.5,.000,0.0,0.3,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.2,0.3,0.0,arcidry01
16,Deni Avdija,SF,22,WAS,22,19,24.2,2.8,6.8,.407,0.8,2.7,.283,2.0,4.1,.489,.463,1.2,1.6,.750,0.9,4.2,5.1,2.5,0.7,0.7,1.4,3.1,7.5,avdijde01
17,Deandre Ayton,C,24,PHO,19,19,29.3,7.4,12.1,.609,0.2,0.6,.250,7.2,11.5,.628,.615,2.1,2.8,.741,3.1,6.8,9.8,2.2,0.5,0.8,1.8,3.1,17.0,aytonde01
18,Udoka Azubuike,C,23,UTA,8,0,4.0,0.8,0.9,.857,0.0,0.0,,0.8,0.9,.857,.857,0.0,0.5,.000,0.5,1.4,1.9,0.3,0.3,0.3,0.3,0.3,1.5,azubuud01
19,Marvin Bagley III,PF,23,DET,11,10,24.8,5.4,9.3,.578,0.6,1.6,.389,4.7,7.6,.619,.613,2.0,2.5,.815,2.5,4.5,7.0,0.7,0.9,0.6,1.4,2.5,13.4,baglema01
20,Patrick Baldwin Jr.,SF,20,GSW,4,0,6.0,1.0,2.5,.400,0.5,2.0,.250,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.5,1.5,0.0,0.8,0.0,0.3,0.0,2.5,baldwpa01
21,LaMelo Ball,PG,21,CHO,3,3,32.7,7.3,17.7,.415,3.3,10.7,.313,4.0,7.0,.571,.509,1.3,1.7,.800,0.0,3.7,3.7,7.0,1.0,0.3,3.7,2.7,19.3,ballla01
22,Mo Bamba,C,24,ORL,19,5,18.7,3.0,6.3,.479,1.1,2.9,.357,1.9,3.3,.587,.563,1.2,1.6,.710,1.2,3.4,4.5,1.2,0.3,0.8,0.9,2.2,8.2,bambamo01
23,Paolo Banchero,PF,20,ORL,15,15,34.8,7.7,16.9,.458,1.0,3.7,.273,6.7,13.2,.510,.488,6.2,8.5,.732,0.9,5.9,6.8,3.6,0.7,0.7,3.0,2.3,22.7,banchpa01
24,Desmond Bane,SG,24,MEM,12,12,33.6,8.3,17.8,.465,3.8,8.5,.451,4.4,9.3,.477,.573,4.3,4.8,.912,0.5,4.4,4.9,4.8,0.6,0.3,2.3,2.4,24.7,banede01
25,Dalano Banton,PG,23,TOR,17,2,10.7,2.3,5.5,.419,0.8,2.4,.317,1.5,3.1,.500,.489,0.8,0.9,.875,0.5,1.0,1.5,1.3,0.6,0.6,0.6,1.1,6.2,bantoda01
26,Dominick Barlow,SF,19,SAS,3,0,7.3,0.7,2.0,.333,0.0,1.0,.000,0.7,1.0,.667,.333,1.3,1.3,1.000,0.7,0.3,1.0,1.0,0.3,0.0,0.0,1.0,2.7,barlodo01
27,Harrison Barnes,PF,30,SAC,20,20,30.5,4.0,8.4,.476,0.9,3.2,.281,3.1,5.2,.596,.530,4.3,5.0,.869,1.1,4.4,5.5,2.0,0.9,0.2,1.2,1.5,13.2,barneha02
28,Scottie Barnes,PF,21,TOR,18,17,32.4,5.7,13.2,.429,1.3,3.9,.338,4.3,9.3,.467,.479,1.2,1.6,.724,1.8,4.5,6.3,5.2,0.9,0.9,2.3,1.4,13.8,barnesc01
29,RJ Barrett,SG,22,NYK,22,22,34.1,6.5,16.1,.406,1.5,5.5,.281,5.0,10.6,.470,.454,4.1,5.3,.778,1.0,4.3,5.2,3.0,0.5,0.1,2.2,2.3,18.8,barrerj01
30,Will Barton,SG,32,WAS,22,0,22.2,2.8,7.8,.363,1.1,3.5,.329,1.7,4.3,.389,.436,1.0,1.1,.875,0.3,2.9,3.1,2.5,0.7,0.3,1.0,1.2,7.7,bartowi01
31,Charles Bassey,C,22,SAS,12,0,14.4,2.2,3.4,.634,0.2,0.5,.333,2.0,2.9,.686,.659,0.7,1.2,.571,1.8,3.8,5.7,1.6,0.4,1.0,1.5,2.3,5.2,bassech01
32,Keita Bates-Diop,SF,27,SAS,20,6,16.7,3.1,6.0,.513,0.4,1.3,.280,2.7,4.7,.574,.542,1.2,1.4,.821,1.3,1.6,2.9,0.7,0.7,0.2,0.8,0.6,7.6,bateske01
33,Nicolas Batum,PF,34,LAC,23,1,18.9,1.5,3.7,.412,1.0,2.7,.365,0.5,1.0,.545,.547,0.4,0.7,.625,0.7,3.3,4.0,1.3,0.5,0.8,0.8,2.1,4.5,batumni01
34,Darius Bazley,PF,22,OKC,17,0,15.6,2.1,4.9,.434,0.5,1.5,.360,1.6,3.4,.466,.488,0.8,1.5,.500,1.1,2.8,3.9,1.1,0.5,1.3,0.6,1.2,5.5,bazleda01
35,Bradley Beal,SG,29,WAS,16,16,36.8,8.9,17.1,.522,1.8,5.0,.363,7.1,12.1,.588,.575,3.9,4.4,.873,0.9,2.9,3.8,5.6,1.3,0.7,3.0,2.0,23.6,bealbr01
36,Malik Beasley,SG,26,UTA,24,2,26.4,4.8,11.5,.419,3.2,8.0,.394,1.7,3.5,.476,.556,0.8,0.8,.900,0.7,3.3,3.9,1.6,1.0,0.2,0.9,1.3,13.6,beaslma01
37,MarJon Beauchamp,SF,22,MIL,15,6,15.5,2.0,5.2,.385,0.8,2.7,.293,1.2,2.5,.486,.462,0.5,0.7,.700,0.9,2.0,2.9,0.4,0.5,0.1,1.2,1.7,5.3,beaucma01
38,Dāvis Bertāns,PF,30,DAL,7,0,7.7,1.3,3.0,.429,1.1,2.3,.500,0.1,0.7,.200,.619,0.4,0.6,.750,0.1,0.6,0.7,0.6,0.0,0.0,0.3,1.6,4.1,bertada01
39,Patrick Beverley,PG,34,LAL,15,15,27.1,1.3,4.7,.268,0.7,3.1,.234,0.5,1.6,.333,.345,0.9,1.1,.824,0.6,3.3,3.9,2.7,0.9,0.5,0.9,3.1,4.2,beverpa01
40,Saddiq Bey,SF,23,DET,20,17,30.0,4.5,11.2,.402,1.5,5.3,.274,3.1,5.9,.517,.467,3.7,4.1,.901,1.1,3.5,4.6,1.5,0.8,0.2,1.3,1.7,14.1,beysa01
41,Khem Birch,C,30,TOR,11,0,7.4,0.9,1.5,.588,0.1,0.1,1.000,0.8,1.5,.563,.618,0.2,0.2,1.000,0.5,0.6,1.1,0.4,0.4,0.1,0.3,1.5,2.1,birchkh01
42,Goga Bitadze,C,23,IND,14,0,10.1,1.5,2.8,.538,0.1,0.7,.200,1.4,2.1,.655,.564,0.6,1.3,.500,1.1,1.3,2.4,1.0,0.4,0.6,0.7,1.9,3.8,bitadgo01
43,Bismack Biyombo,C,30,PHO,17,2,12.4,1.3,2.6,.489,0.0,0.0,,1.3,2.6,.489,.489,0.5,1.0,.471,0.9,2.6,3.5,0.9,0.3,1.5,1.1,1.8,3.1,biyombi01
44,Buddy Boeheim,PG,23,DET,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boehebu01
45,Bojan Bogdanović,PF,33,DET,23,23,32.0,7.0,13.8,.508,2.4,5.7,.417,4.6,8.0,.573,.595,4.3,5.0,.868,0.5,3.3,3.8,2.5,0.5,0.0,2.3,1.9,20.7,bogdabo02
46,Bol Bol,PF,23,ORL,22,17,27.1,5.4,9.0,.601,0.8,2.0,.409,4.6,7.0,.656,.646,1.5,2.0,.767,1.5,6.3,7.8,1.0,0.4,1.9,2.0,1.5,13.1,bolbo01
47,Leandro Bolmaro,SG,22,UTA,4,0,5.8,0.5,1.8,.286,0.0,0.5,.000,0.5,1.3,.400,.286,0.0,0.0,,0.3,0.0,0.3,0.8,0.5,0.3,0.8,1.0,1.0,bolmale01
48,Devin Booker,SG,26,PHO,21,21,36.5,10.4,21.2,.489,2.4,6.4,.378,8.0,14.8,.537,.546,5.8,6.6,.878,1.0,4.3,5.3,5.8,1.1,0.5,2.6,2.6,29.0,bookede01
49,Brandon Boston Jr.,SG,21,LAC,6,0,6.5,1.5,3.7,.409,0.5,0.8,.600,1.0,2.8,.353,.477,0.3,0.7,.500,0.3,0.3,0.7,0.2,0.2,0.0,0.2,0.3,3.8,bostobr01
50,Chris Boucher,PF,30,TOR,17,0,23.8,4.2,9.0,.464,0.9,3.1,.283,3.3,5.9,.560,.513,2.8,3.9,.716,2.4,3.9,6.4,0.5,0.9,0.8,0.8,2.7,12.1,bouchch01
51,James Bouknight,SG,22,CHO,19,0,17.2,2.0,5.9,.336,0.7,3.1,.237,1.3,2.8,.444,.398,0.5,0.8,.625,0.3,2.1,2.4,1.4,0.5,0.2,0.9,1.5,5.3,bouknja01
52,Tony Bradley,C,25,CHI,6,0,2.5,0.3,0.7,.500,0.2,0.3,.500,0.2,0.3,.500,.625,0.3,0.3,1.000,0.2,1.0,1.2,0.0,0.2,0.0,0.0,0.0,1.2,bradlto01
53,Malaki Branham,SF,19,SAS,9,2,16.0,1.8,5.2,.340,0.8,3.1,.250,1.0,2.1,.474,.415,0.7,0.9,.750,0.2,1.2,1.4,1.7,0.2,0.0,0.8,1.0,5.0,branhma01
54,Christian Braun,SG,21,DEN,20,0,13.3,1.2,2.9,.404,0.4,1.0,.350,0.8,1.9,.432,.465,0.4,0.7,.538,0.7,1.5,2.2,0.8,0.4,0.2,0.3,1.0,3.0,braunch01
55,Mikal Bridges,SF,26,PHO,21,21,37.3,6.1,11.8,.518,1.5,3.5,.419,4.6,8.2,.561,.581,2.0,2.3,.875,1.1,4.1,5.3,3.5,1.2,1.1,1.1,2.1,15.7,bridgmi01
56,Oshae Brissett,SF,24,IND,16,0,14.3,1.5,3.8,.393,0.8,2.4,.333,0.7,1.4,.500,.500,0.9,1.3,.700,0.7,1.8,2.5,0.4,0.6,0.1,0.4,1.0,4.7,brissos01
57,Malcolm Brogdon,PG,30,BOS,18,0,22.9,5.0,10.0,.500,1.9,3.9,.493,3.1,6.1,.505,.597,2.4,2.8,.863,1.0,3.1,4.1,3.7,0.5,0.2,2.0,1.4,14.4,brogdma01
58,Dillon Brooks,SG,27,MEM,18,18,30.8,6.5,16.2,.401,2.1,6.3,.333,4.4,9.9,.444,.466,2.2,3.0,.722,0.9,2.8,3.7,2.8,0.9,0.1,1.6,3.2,17.3,brookdi01
59,Bruce Brown,PG,26,DEN,21,9,29.4,4.5,9.6,.468,1.4,3.4,.403,3.1,6.1,.504,.540,1.0,1.1,.875,1.0,3.5,4.5,4.7,1.1,0.5,1.8,2.3,11.3,brownbr01
60,Greg Brown III,PF,21,POR,5,0,6.0,1.0,2.2,.455,0.0,0.4,.000,1.0,1.8,.556,.455,0.0,1.0,.000,0.2,0.2,0.4,0.0,0.6,0.8,0.6,0.6,2.0,browngr01
61,Jaylen Brown,SF,26,BOS,20,20,35.1,9.9,19.4,.509,2.2,6.6,.336,7.7,12.8,.598,.566,4.2,5.1,.832,1.0,5.6,6.6,3.5,1.0,0.3,3.3,2.9,26.1,brownja02
62,Kendall Brown,SG,19,IND,2,0,4.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,brownke03
63,Moses Brown,C,23,LAC,15,0,5.5,1.3,2.0,.667,0.0,0.0,,1.3,2.0,.667,.667,1.1,2.3,.486,0.8,1.3,2.1,0.1,0.1,0.3,0.2,1.0,3.8,brownmo01
64,Troy Brown Jr.,SF,23,LAL,17,15,26.2,3.1,7.0,.437,1.1,3.2,.327,2.0,3.8,.531,.513,0.6,0.6,1.000,1.0,3.9,4.9,1.0,0.7,0.1,1.0,1.8,7.8,browntr01
65,Jalen Brunson,PG,26,NYK,22,22,32.5,7.7,15.8,.486,1.4,4.2,.323,6.3,11.6,.545,.529,4.6,5.2,.878,0.5,3.0,3.5,6.5,1.1,0.2,1.6,2.5,21.3,brunsja01
66,Thomas Bryant,C,25,LAL,6,1,14.7,3.8,5.2,.742,0.2,0.7,.250,3.7,4.5,.815,.758,1.5,2.3,.643,1.0,4.0,5.0,0.8,0.0,0.8,0.3,1.7,9.3,bryanth01
67,Reggie Bullock,SF,31,DAL,20,18,27.7,1.6,5.4,.299,1.2,4.4,.273,0.4,1.0,.421,.411,0.5,0.7,.692,0.5,2.5,3.0,1.0,0.9,0.1,0.4,2.4,4.9,bullore01
68,Alec Burks,SG,31,DET,11,0,20.5,4.3,9.9,.431,1.7,4.5,.380,2.5,5.4,.475,.518,4.3,5.3,.810,0.3,2.2,2.5,1.7,1.0,0.1,1.1,2.6,14.5,burksal01
69,Jimmy Butler,SF,33,MIA,13,13,35.7,6.5,13.5,.483,0.8,2.4,.355,5.7,11.2,.510,.514,7.0,7.8,.901,2.0,4.6,6.6,6.1,1.8,0.2,1.7,1.6,20.9,butleji01
70,John Butler,C,20,POR,4,0,3.8,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.5,butlejo01
71,Jamal Cain,SF,23,MIA,8,0,11.6,1.9,3.5,.536,0.1,0.8,.167,1.8,2.8,.636,.554,0.5,0.8,.667,0.9,1.5,2.4,0.6,0.6,0.0,0.3,1.3,4.4,cainja01
72,Kentavious Caldwell-Pope,SG,29,DEN,20,20,31.3,4.0,8.4,.470,2.3,4.6,.495,1.7,3.9,.442,.604,1.2,1.5,.767,0.5,2.6,3.1,2.3,1.2,0.5,1.3,2.0,11.3,caldwke01
73,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,.231,0.4,1.4,.273,0.0,0.3,.000,.346,0.1,0.3,.500,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,campafa01
74,Vlatko Čančar,PF,25,DEN,13,0,12.2,1.9,4.0,.481,0.9,2.1,.444,1.0,1.9,.520,.596,0.5,0.5,.857,0.2,1.4,1.5,0.9,0.5,0.3,0.6,1.4,5.2,cancavl01
75,Clint Capela,C,28,ATL,20,20,27.7,5.2,8.5,.615,0.0,0.0,,5.2,8.5,.615,.615,1.1,1.9,.568,4.3,7.9,12.1,0.8,0.7,1.5,0.9,2.3,11.5,capelca01
76,Vernon Carey Jr.,C,21,WAS,3,0,1.7,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.7,0.0,careyve01
77,Jevon Carter,PG,27,MIL,20,20,27.5,3.5,7.8,.445,1.7,3.9,.423,1.8,3.9,.468,.552,0.6,0.7,.846,0.7,2.1,2.8,3.5,1.4,0.7,1.4,2.8,9.1,carteje01
78,Wendell Carter Jr.,C,23,ORL,15,15,32.9,5.8,11.3,.515,1.2,3.5,.346,4.6,7.8,.590,.568,3.8,4.6,.826,2.1,6.9,9.1,3.3,0.5,0.5,2.6,3.2,16.6,cartewe01
79,Alex Caruso,PG,28,CHI,21,5,25.5,1.9,4.3,.429,1.0,2.5,.385,0.9,1.9,.487,.538,1.1,1.5,.774,0.4,2.4,2.9,3.6,1.4,0.8,1.4,2.3,5.8,carusal01
80,Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,champju02
81,Justin Champagnie,SF,21,TOR,2,0,4.5,1.5,1.5,1.000,0.0,0.0,,1.5,1.5,1.000,1.000,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.5,3.0,champju01
82,Kennedy Chandler,PG,20,MEM,8,0,9.9,1.0,3.4,.296,0.1,0.9,.143,0.9,2.5,.350,.315,0.4,0.9,.429,0.3,1.0,1.3,2.0,0.5,0.3,0.9,0.6,2.5,chandke01
83,Max Christie,SG,19,LAL,10,0,11.2,0.9,2.3,.391,0.7,1.6,.438,0.2,0.7,.286,.543,0.3,0.4,.750,0.1,2.1,2.2,0.5,0.3,0.0,0.2,0.5,2.8,chrisma02
84,Josh Christopher,SG,21,HOU,16,0,6.9,1.2,2.8,.432,0.2,0.9,.214,1.0,1.9,.533,.466,0.2,0.3,.750,0.3,0.9,1.2,0.6,0.3,0.0,0.8,0.8,2.8,chrisjo01
85,Brandon Clarke,PF,26,MEM,21,1,18.9,3.6,6.0,.591,0.0,0.3,.167,3.5,5.8,.612,.594,1.6,2.2,.739,1.1,3.3,4.4,1.3,0.3,1.0,1.1,2.3,8.8,clarkbr01
86,Jordan Clarkson,SG,30,UTA,24,24,32.4,7.0,16.3,.433,2.8,7.8,.362,4.2,8.4,.500,.521,2.6,3.2,.829,1.2,2.8,4.0,4.9,0.3,0.4,2.6,1.9,19.5,clarkjo01
87,Nic Claxton,C,23,BRK,22,22,27.4,5.3,7.3,.725,0.0,0.0,.000,5.3,7.2,.730,.725,1.2,2.6,.456,2.5,6.0,8.5,1.3,0.7,2.1,1.4,3.0,11.7,claxtni01
88,Amir Coffey,SG,25,LAC,20,5,14.0,1.2,3.1,.393,0.2,0.9,.235,1.0,2.2,.455,.426,1.5,1.8,.806,0.5,0.7,1.1,1.3,0.3,0.1,0.5,1.2,4.1,coffeam01
89,John Collins,PF,25,ATL,22,22,31.5,4.7,9.7,.484,0.7,3.3,.219,4.0,6.4,.621,.521,2.2,2.6,.845,1.2,6.3,7.5,1.3,0.9,1.4,1.4,3.2,12.3,collijo01
90,Zach Collins,PF,25,SAS,12,1,18.8,3.4,6.4,.532,0.8,2.3,.370,2.6,4.2,.620,.597,0.7,0.9,.727,1.7,3.6,5.3,2.5,0.8,1.2,1.9,3.2,8.3,colliza01
91,Mike Conley,PG,35,UTA,17,17,29.2,3.4,8.7,.392,1.9,4.9,.386,1.5,3.8,.400,.500,1.5,2.0,.765,0.4,2.0,2.4,7.9,1.2,0.3,1.5,2.1,10.2,conlemi01
92,Pat Connaughton,SG,30,MIL,4,0,16.0,2.0,6.8,.296,1.3,5.0,.250,0.8,1.8,.429,.389,0.5,0.5,1.000,0.3,2.3,2.5,0.5,0.8,0.0,0.0,0.3,5.8,connapa01
93,Robert Covington,PF,32,LAC,14,0,15.2,1.6,4.1,.404,1.1,2.7,.395,0.6,1.4,.421,.535,0.9,1.1,.867,0.4,3.5,3.9,1.0,0.4,0.6,0.8,2.0,5.3,covinro01
94,Torrey Craig,SF,32,PHO,21,13,23.6,3.0,6.2,.473,1.2,3.2,.382,1.7,3.0,.571,.573,0.5,0.6,.769,1.9,3.0,5.0,1.4,0.6,0.8,0.7,2.4,7.6,craigto01
