Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
381,Derrick Rose,PG,34,NYK,20,0,13.6,2.6,6.5,.403,0.9,2.4,.362,1.8,4.1,.427,.469,0.5,0.5,1.000,0.4,1.4,1.8,2.0,0.4,0.3,0.9,0.7,6.6,rosede01
382,Terrence Ross,SG,31,ORL,19,8,24.7,3.4,8.1,.422,1.7,4.4,.386,1.7,3.7,.465,.526,0.5,0.7,.692,0.3,1.9,2.2,1.4,0.7,0.2,1.3,1.7,9.0,rosste01
383,Terry Rozier,PG,28,CHO,13,13,37.2,7.9,20.8,.380,2.6,8.7,.301,5.3,12.2,.437,.443,2.1,2.6,.794,1.5,3.2,4.7,5.6,0.6,0.2,2.8,1.9,20.5,roziete01
384,D'Angelo Russell,PG,26,MIN,22,22,31.3,5.3,12.5,.425,1.9,6.0,.318,3.4,6.5,.524,.502,1.9,2.5,.759,0.6,2.7,3.4,6.7,1.3,0.6,2.7,2.0,14.4,russeda01
385,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,.306,1.1,2.9,.371,0.2,1.2,.143,.439,0.3,0.4,.800,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,ryanma01
386,Domantas Sabonis,PF,26,SAC,20,20,32.2,6.1,10.4,.585,0.4,1.2,.292,5.7,9.2,.623,.601,4.2,5.7,.743,2.2,8.8,11.0,6.4,0.8,0.5,2.6,3.8,16.7,sabondo01
387,Dario Šarić,PF,28,PHO,8,0,9.4,1.0,3.3,.308,0.3,1.3,.200,0.8,2.0,.375,.346,0.4,0.5,.750,1.4,1.9,3.3,0.9,0.4,0.0,0.5,1.4,2.6,saricda01
388,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,schakjo01
389,Admiral Schofield,PF,25,ORL,12,0,11.2,1.3,2.8,.455,0.7,1.8,.381,0.6,1.0,.583,.576,0.0,0.0,,0.8,0.9,1.7,0.4,0.1,0.1,0.3,2.0,3.2,schofad01
390,Dennis Schröder,PG,29,LAL,7,4,25.3,2.7,6.9,.396,0.7,2.1,.333,2.0,4.7,.424,.448,2.3,2.6,.889,0.1,1.6,1.7,3.6,0.6,0.0,1.0,1.9,8.4,schrode01
391,Dereon Seabron,SG,22,NOP,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seabrde01
392,Alperen Şengün,C,20,HOU,18,15,26.8,5.8,10.6,.550,0.2,1.2,.190,5.6,9.4,.594,.560,3.6,4.5,.802,3.4,5.7,9.1,2.3,0.7,1.0,2.3,3.6,15.5,sengual01
393,Collin Sexton,SG,24,UTA,24,7,24.0,4.9,9.9,.492,0.9,2.6,.355,4.0,7.3,.540,.538,3.2,3.9,.819,0.9,1.7,2.5,3.0,0.6,0.1,1.8,2.3,13.9,sextoco01
394,Landry Shamet,SG,25,PHO,12,0,16.5,2.3,5.3,.422,1.5,3.8,.400,0.8,1.6,.474,.563,0.9,1.1,.846,0.3,0.7,0.9,1.0,0.5,0.2,0.9,1.4,6.9,shamela01
395,Day'Ron Sharpe,C,21,BRK,14,0,7.9,1.0,2.1,.467,0.1,0.2,.667,0.9,1.9,.444,.500,0.6,0.9,.667,0.9,2.0,2.9,0.6,0.2,0.5,0.6,1.7,2.7,sharpda01
396,Shaedon Sharpe,SG,19,POR,21,5,20.3,3.3,6.9,.483,1.0,2.5,.385,2.4,4.4,.538,.552,0.6,1.0,.650,0.7,1.6,2.3,0.5,0.2,0.2,0.8,1.6,8.2,sharpsh01
397,Pascal Siakam,C,28,TOR,11,11,34.9,8.7,17.9,.487,1.4,3.9,.349,7.4,14.0,.526,.525,5.2,7.1,.731,1.7,7.5,9.2,7.1,0.9,0.6,2.8,3.2,24.0,siakapa01
398,Ben Simmons,PG,26,BRK,17,12,28.1,3.6,5.9,.614,0.0,0.1,.000,3.6,5.9,.620,.614,1.1,1.9,.545,1.0,5.6,6.6,5.8,1.2,0.7,2.3,3.8,8.4,simmobe01
399,Marko Simonovic,C,23,CHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simonma01
400,Anfernee Simons,SG,23,POR,20,20,37.0,8.2,19.2,.428,4.1,10.7,.380,4.2,8.5,.488,.534,3.4,3.8,.882,0.4,2.8,3.1,4.5,1.0,0.2,2.0,2.2,23.8,simonan01
401,Jericho Sims,C,24,NYK,15,2,13.9,2.1,2.7,.756,0.0,0.0,,2.1,2.7,.756,.756,0.5,0.7,.800,2.3,2.6,4.9,0.5,0.3,1.0,0.5,2.1,4.7,simsje01
402,Marcus Smart,PG,28,BOS,20,20,32.4,4.1,9.2,.440,1.8,5.0,.360,2.3,4.2,.536,.538,1.6,1.9,.865,0.4,2.8,3.2,7.6,1.1,0.3,2.2,3.1,11.5,smartma01
403,Dennis Smith Jr.,PG,25,CHO,15,11,27.9,4.1,8.9,.463,0.7,2.0,.333,3.5,6.9,.500,.500,0.4,0.8,.500,0.6,2.7,3.3,5.7,1.8,0.7,1.5,2.3,9.3,smithde03
404,Dru Smith,SG,25,MIA,3,0,14.0,1.3,3.0,.444,0.3,1.0,.333,1.0,2.0,.500,.500,0.0,0.0,,0.0,2.3,2.3,0.7,1.0,1.0,0.3,2.0,3.0,smithdr01
405,Ish Smith,PG,34,DEN,8,0,10.6,1.5,4.0,.375,0.1,0.5,.250,1.4,3.5,.393,.391,0.0,0.0,,0.1,1.1,1.3,2.4,0.3,0.6,0.9,0.6,3.1,smithis01
406,Jabari Smith Jr.,PF,19,HOU,20,20,30.1,3.9,10.9,.353,2.2,6.3,.344,1.7,4.7,.366,.452,1.8,2.1,.857,1.4,5.7,7.0,0.9,0.4,1.0,1.1,3.4,11.7,smithja05
407,Jalen Smith,PF,22,IND,21,21,23.8,4.1,9.3,.444,1.2,4.1,.299,2.9,5.2,.560,.510,1.9,2.4,.765,1.8,5.4,7.2,1.0,0.3,0.9,1.3,2.2,11.4,smithja04
408,Jeremy Sochan,PF,19,SAS,20,20,24.9,3.6,7.5,.473,0.4,2.2,.182,3.2,5.3,.594,.500,0.6,1.0,.550,1.3,2.8,4.1,2.0,1.0,0.5,1.6,2.6,8.1,sochaje01
409,Jaden Springer,PG,20,PHI,2,0,2.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,2.5,sprinja01
410,Lamar Stevens,PF,25,CLE,9,6,21.6,2.4,5.1,.478,0.6,1.3,.417,1.9,3.8,.500,.533,1.8,2.1,.842,0.8,1.8,2.6,0.3,0.2,0.7,0.6,1.8,7.2,stevela01
411,Isaiah Stewart,C,21,DET,17,17,27.5,3.9,8.5,.462,1.4,3.9,.358,2.5,4.6,.551,.545,2.9,3.9,.746,2.8,6.5,9.2,1.4,0.5,0.7,1.1,2.9,12.2,stewais01
412,Max Strus,SF,26,MIA,20,13,34.2,5.6,13.0,.432,3.2,8.7,.364,2.5,4.3,.570,.554,1.4,1.5,.900,0.6,3.1,3.6,1.8,0.8,0.3,1.3,2.4,15.7,strusma01
413,Jalen Suggs,PG,21,ORL,14,13,28.9,4.6,11.1,.419,1.4,4.9,.294,3.2,6.2,.517,.484,1.6,2.5,.657,1.1,2.2,3.3,5.4,1.6,0.6,3.4,3.1,12.4,suggsja01
414,Edmond Sumner,SG,27,BRK,19,8,15.4,2.4,5.5,.438,0.6,2.2,.293,1.8,3.4,.531,.495,1.6,1.7,.939,0.3,1.1,1.4,1.2,0.9,0.3,1.1,1.4,7.1,sumneed01
415,Cole Swider,SF,23,LAL,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,swideco01
416,Jae'Sean Tate,SF,27,HOU,3,2,22.7,3.3,6.7,.500,0.7,1.7,.400,2.7,5.0,.533,.550,1.0,1.3,.750,2.7,1.7,4.3,3.3,1.0,0.0,1.7,5.0,8.3,tateja01
417,Jayson Tatum,PF,24,BOS,21,21,36.7,10.3,21.1,.488,3.5,9.6,.366,6.8,11.5,.589,.571,7.5,8.6,.873,0.9,6.9,7.8,4.5,0.9,1.1,2.3,2.1,31.6,tatumja01
418,Terry Taylor,SG,23,IND,13,2,9.3,0.8,2.2,.379,0.2,0.7,.222,0.7,1.5,.450,.414,0.3,0.4,.800,0.7,0.9,1.6,0.5,0.2,0.3,0.3,1.0,2.2,taylote01
419,Garrett Temple,SG,36,NOP,7,0,9.6,1.3,2.9,.450,0.7,1.7,.417,0.6,1.1,.500,.575,0.4,0.6,.750,0.1,0.7,0.9,0.4,0.9,0.1,0.4,0.9,3.7,templga01
420,Dalen Terry,SG,20,CHI,10,0,3.3,0.3,1.1,.273,0.1,0.4,.250,0.2,0.7,.286,.318,0.3,0.4,.750,0.0,0.2,0.2,0.5,0.1,0.2,0.4,0.2,1.0,terryda01
421,Cam Thomas,SG,21,BRK,17,0,15.5,2.1,5.5,.376,0.4,1.2,.286,1.7,4.2,.403,.409,2.1,2.6,.795,0.1,1.4,1.5,1.6,0.5,0.2,0.8,1.0,6.5,thomaca02
422,Klay Thompson,SG,32,GSW,18,18,29.7,6.1,15.1,.401,3.7,9.5,.392,2.3,5.6,.416,.524,1.2,1.4,.808,0.4,3.2,3.6,2.2,0.7,0.3,1.7,1.8,17.0,thompkl01
423,JT Thor,PF,20,CHO,14,0,10.4,0.9,2.7,.316,0.3,1.4,.200,0.6,1.3,.444,.368,0.5,0.6,.778,0.6,1.5,2.1,0.6,0.2,0.4,0.6,0.6,2.5,thorjt01
424,Matisse Thybulle,SG,25,PHI,18,3,11.6,0.7,2.1,.324,0.3,1.2,.227,0.4,0.8,.467,.392,0.1,0.2,.333,0.2,1.0,1.2,0.4,0.8,0.3,0.2,1.2,1.7,thybuma01
425,Xavier Tillman Sr.,PF,24,MEM,9,0,10.4,1.4,2.7,.542,0.1,0.4,.250,1.3,2.2,.600,.563,0.3,1.1,.300,1.2,1.3,2.6,0.7,0.1,0.2,0.8,0.9,3.3,tillmxa01
426,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,toddis01
427,Obi Toppin,PF,24,NYK,22,0,17.5,3.1,7.1,.436,1.5,4.0,.371,1.6,3.0,.522,.542,0.5,0.6,.846,0.6,3.1,3.7,1.0,0.4,0.2,0.8,1.2,8.2,toppiob01
428,Juan Toscano-Anderson,SF,29,LAL,12,0,10.6,0.8,2.1,.400,0.2,0.9,.182,0.7,1.2,.571,.440,0.3,0.4,.800,0.1,1.8,1.8,0.5,0.3,0.3,0.7,1.4,2.2,toscaju01
429,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,.505,1.8,5.6,.325,5.5,8.9,.618,.568,4.4,5.0,.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8,townska01
430,Gary Trent Jr.,SG,24,TOR,18,16,31.4,5.9,14.2,.416,2.3,6.9,.331,3.6,7.3,.496,.496,3.1,4.1,.767,0.7,1.5,2.2,1.6,1.7,0.2,1.2,1.4,17.2,trentga02
431,P.J. Tucker,PF,37,PHI,22,22,28.4,1.4,3.0,.455,0.6,1.6,.400,0.7,1.4,.516,.561,0.1,0.2,.750,1.2,3.0,4.2,1.0,0.6,0.3,1.0,2.4,3.5,tuckepj01
432,Myles Turner,C,26,IND,16,16,29.1,5.9,11.1,.528,1.4,3.8,.377,4.4,7.3,.607,.593,3.9,4.9,.808,1.5,6.8,8.3,1.5,0.6,2.6,1.6,3.3,17.1,turnemy01
433,Jonas Valančiūnas,C,30,NOP,21,21,23.4,4.9,9.1,.539,0.7,1.5,.438,4.2,7.6,.560,.576,2.6,3.1,.818,2.8,6.5,9.2,2.0,0.3,0.3,2.0,2.4,13.0,valanjo01
434,Jarred Vanderbilt,PF,23,UTA,22,22,24.8,3.5,5.9,.592,0.4,1.0,.364,3.1,4.9,.639,.623,0.9,1.5,.625,2.5,5.9,8.4,2.7,1.1,0.3,1.6,3.0,8.3,vandeja01
435,Fred VanVleet,PG,28,TOR,15,15,36.1,5.6,15.1,.370,3.0,8.4,.357,2.6,6.7,.386,.469,3.3,3.9,.862,0.5,3.1,3.6,6.6,1.7,0.5,1.7,2.5,17.5,vanvlfr01
436,Devin Vassell,SG,22,SAS,17,15,32.5,7.5,16.2,.464,3.1,7.2,.423,4.5,9.0,.497,.558,2.5,3.2,.796,0.2,4.0,4.2,3.6,0.8,0.4,1.5,1.6,20.6,vassede01
437,Gabe Vincent,PG,26,MIA,17,0,25.4,3.5,8.6,.404,1.5,4.9,.310,1.9,3.6,.532,.493,1.2,1.5,.840,0.2,1.8,2.1,3.1,0.8,0.1,1.4,2.7,9.7,vincega01
438,Noah Vonleh,C,27,BOS,15,1,9.4,0.7,1.5,.500,0.1,0.2,.333,0.7,1.3,.526,.523,0.1,0.1,1.000,1.1,1.5,2.6,0.3,0.1,0.4,0.7,1.9,1.7,vonleno01
439,Nikola Vučević,C,32,CHI,21,21,31.8,6.0,12.7,.477,1.5,4.4,.344,4.5,8.2,.549,.538,2.0,2.3,.857,2.4,8.8,11.2,3.0,0.4,0.8,2.1,2.2,15.6,vucevni01
440,Dean Wade,PF,26,CLE,16,8,24.9,2.4,5.2,.458,1.4,3.4,.418,0.9,1.8,.536,.596,0.6,0.8,.692,0.6,3.7,4.3,1.1,0.7,0.4,0.4,2.6,6.8,wadede01
441,Franz Wagner,SF,21,ORL,22,22,33.3,7.3,14.7,.498,1.3,4.0,.318,6.0,10.7,.566,.542,3.7,4.3,.863,0.9,3.3,4.2,4.0,0.8,0.3,2.8,2.6,19.6,wagnefr01
442,Moritz Wagner,C,25,ORL,4,0,20.0,2.0,5.5,.364,0.5,3.8,.133,1.5,1.8,.857,.409,3.0,3.5,.857,1.3,4.3,5.5,3.3,0.5,0.3,1.5,3.0,7.5,wagnemo01
443,Ish Wainright,SF,28,PHO,6,0,10.5,1.0,2.7,.375,1.0,2.2,.462,0.0,0.5,.000,.563,0.0,0.0,,1.3,0.8,2.2,0.7,0.5,0.3,0.3,1.5,3.0,wainris01
444,Jabari Walker,SF,20,POR,11,0,8.2,0.9,2.0,.455,0.1,0.5,.167,0.8,1.5,.563,.477,0.4,0.5,.667,0.5,1.7,2.3,0.8,0.1,0.1,0.3,0.9,2.3,walkeja01
445,Lonnie Walker IV,SG,24,LAL,17,17,31.5,6.2,13.1,.477,1.9,5.4,.363,4.3,7.7,.557,.552,2.2,2.6,.844,0.4,1.9,2.4,1.9,0.9,0.4,1.2,1.8,16.6,walkelo01
446,John Wall,PG,32,LAC,18,0,22.4,4.6,10.4,.441,0.9,3.4,.258,3.7,7.0,.532,.484,2.8,4.2,.658,0.3,2.3,2.6,5.6,0.9,0.2,2.3,1.7,12.9,walljo01
447,Duane Washington Jr.,SG,22,PHO,14,0,9.4,2.1,5.4,.382,0.8,2.7,.289,1.3,2.7,.474,.454,0.0,0.1,.000,0.0,0.5,0.5,0.7,0.1,0.1,0.6,0.5,4.9,washidu02
448,P.J. Washington,PF,24,CHO,21,21,31.9,5.9,13.4,.441,1.9,5.5,.339,4.0,7.9,.512,.511,2.2,2.8,.797,1.1,3.5,4.7,1.9,0.6,0.9,1.9,2.7,15.9,washipj01
449,TyTy Washington Jr.,PG,21,HOU,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,washity02
450,Yuta Watanabe,SF,28,BRK,14,0,18.2,3.0,4.9,.609,1.7,3.0,.571,1.3,1.9,.667,.783,0.4,0.6,.667,0.7,2.2,2.9,0.9,0.2,0.5,0.4,1.1,8.1,watanyu01
451,Lindy Waters III,SG,25,OKC,5,0,13.8,1.6,4.6,.348,1.4,4.4,.318,0.2,0.2,1.000,.500,0.0,0.0,,0.4,1.6,2.0,0.4,0.6,0.0,0.0,1.0,4.6,waterli01
452,Trendon Watford,PF,22,POR,13,1,17.4,2.0,3.5,.578,0.2,0.7,.333,1.8,2.8,.639,.611,1.2,1.3,.941,0.8,2.7,3.5,1.5,0.5,0.0,1.1,1.9,5.5,watfotr01
453,Peyton Watson,SG,20,DEN,6,0,2.5,0.5,1.5,.333,0.0,0.2,.000,0.5,1.3,.375,.333,0.0,0.0,,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0,watsope01
454,Blake Wesley,SG,19,SAS,2,0,11.5,3.0,4.5,.667,1.0,1.5,.667,2.0,3.0,.667,.778,1.0,2.0,.500,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0,weslebl01
455,Russell Westbrook,PG,34,LAL,19,3,27.9,5.4,13.6,.399,1.4,4.3,.317,4.1,9.3,.438,.450,2.8,3.9,.707,1.0,4.2,5.2,7.2,1.1,0.4,3.6,2.4,15.0,westbru01
456,Coby White,PG,22,CHI,13,0,19.7,2.9,7.2,.409,1.5,4.6,.333,1.4,2.5,.545,.516,0.7,1.0,.692,0.2,1.7,1.8,1.7,0.7,0.2,0.8,1.6,8.1,whiteco01
457,Derrick White,SG,28,BOS,22,17,26.3,3.8,7.8,.491,1.9,4.2,.452,1.9,3.5,.538,.614,1.5,1.8,.872,0.5,2.5,3.0,3.3,0.9,0.7,0.9,2.5,11.1,whitede01
458,Jack White,SF,25,DEN,7,0,3.4,0.0,0.7,.000,0.0,0.3,.000,0.0,0.4,.000,.000,0.0,0.0,,0.3,0.3,0.6,0.0,0.1,0.3,0.0,0.6,0.0,whiteja03
459,Aaron Wiggins,SG,24,OKC,16,5,19.8,2.3,4.9,.474,0.8,2.0,.406,1.5,2.9,.522,.558,0.9,1.1,.833,0.8,2.8,3.6,1.6,0.6,0.3,0.7,1.6,6.4,wiggiaa01
460,Andrew Wiggins,SF,27,GSW,20,20,32.9,7.2,14.5,.497,2.9,6.7,.429,4.4,7.9,.554,.595,1.4,2.0,.692,1.6,3.8,5.3,2.3,1.4,0.8,1.4,3.1,18.6,wiggian01
461,Grant Williams,PF,24,BOS,21,10,28.3,3.0,5.9,.520,1.6,3.7,.442,1.4,2.2,.652,.659,1.0,1.2,.846,0.8,3.8,4.6,2.0,0.6,0.4,0.8,2.8,8.8,willigr01
462,Jalen Williams,SG,21,OKC,18,7,25.1,4.3,8.2,.524,0.7,2.4,.295,3.6,5.7,.621,.568,1.4,1.7,.839,0.6,2.6,3.2,2.6,0.7,0.3,1.6,2.7,10.7,willija06
463,Jaylin Williams,PF,20,OKC,5,0,7.0,1.0,2.2,.455,0.0,0.4,.000,1.0,1.8,.556,.455,0.8,1.2,.667,1.0,1.0,2.0,0.6,0.2,0.0,0.4,1.2,2.8,willija07
464,Kenrich Williams,PF,28,OKC,20,3,20.4,2.7,5.3,.505,0.6,1.8,.343,2.1,3.5,.586,.562,0.3,0.6,.417,1.7,2.2,3.9,1.4,0.7,0.2,0.4,2.0,6.2,willike04
465,Mark Williams,C,21,CHO,3,0,4.3,1.3,2.3,.571,0.0,0.0,,1.3,2.3,.571,.571,1.0,1.0,1.000,1.3,1.3,2.7,0.0,0.0,0.0,0.7,1.0,3.7,willima07
466,Patrick Williams,PF,21,CHI,21,21,25.9,3.3,7.3,.455,1.3,3.0,.435,2.0,4.4,.467,.542,1.2,1.3,.929,1.1,2.9,4.0,0.9,0.7,1.0,1.5,1.9,9.2,willipa01
467,Vince Williams Jr.,SG,22,MEM,5,0,5.2,0.6,1.6,.375,0.2,1.2,.167,0.4,0.4,1.000,.438,0.0,0.0,,0.2,0.4,0.6,0.4,0.4,0.2,0.0,0.8,1.4,willivi01
468,Zion Williamson,PF,22,NOP,16,16,31.7,9.1,15.3,.592,0.2,0.6,.333,8.9,14.8,.602,.598,4.8,6.8,.713,2.1,4.6,6.6,4.1,1.3,0.6,2.6,2.5,23.1,willizi01
469,Justise Winslow,SF,26,POR,19,9,28.8,3.3,8.1,.412,0.6,1.8,.324,2.7,6.3,.437,.448,0.9,1.4,.692,1.6,3.8,5.4,3.7,1.0,0.4,1.5,3.2,8.2,winslju01
470,James Wiseman,C,21,GSW,11,0,13.4,2.7,4.6,.588,0.0,0.0,,2.7,4.6,.588,.588,1.4,2.1,.652,1.0,2.8,3.8,1.0,0.1,0.4,0.7,2.4,6.8,wisemja01
471,Christian Wood,PF,27,DAL,19,0,26.0,6.3,11.3,.556,1.4,3.4,.406,4.9,7.9,.620,.617,2.9,4.3,.671,1.2,6.5,7.7,1.2,0.4,0.5,2.3,2.8,16.8,woodch01
472,Delon Wright,PG,30,WAS,4,0,22.8,2.5,6.0,.417,0.8,3.0,.250,1.8,3.0,.583,.479,0.8,1.3,.600,1.0,1.5,2.5,3.3,2.8,1.0,1.0,1.3,6.5,wrighde01
473,McKinley Wright IV,PG,24,DAL,1,0,5.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,wrighmc01
474,Thaddeus Young,PF,34,TOR,18,8,18.1,2.4,4.6,.537,0.1,0.7,.077,2.4,3.8,.623,.543,0.7,0.8,.857,1.8,2.3,4.2,2.0,1.2,0.1,0.8,1.7,5.6,youngth01
475,Trae Young,PG,24,ATL,21,21,35.5,9.0,21.8,.411,2.2,7.4,.303,6.7,14.4,.467,.463,7.7,8.5,.899,0.8,2.1,2.9,9.6,0.8,0.1,3.4,1.4,27.8,youngtr01
476,Ivica Zubac,C,25,LAC,23,23,30.7,4.3,6.9,.616,0.0,0.0,.000,4.3,6.9,.620,.616,2.1,3.1,.681,3.4,8.1,11.5,1.3,0.4,1.8,2.3,3.0,10.7,zubaciv01